Price,Year,Model,Body,Series:,Mileage,Power,Cylinder Capacity,Steering,Transmission,Drive,Fuel,Interior Material,Interior Color,Exterior Color,Condition,New / Used,Ready to Drive,Location
"EUR 199,900",2015,991 GT3 RS,Coupé,991,7900 km,500 HP,4 Liter,left,PDK,Rear drive,Gasoline,Alcantara,Black,White,#N/A,Used car,yes,France
"EUR 90,000",2013,991 Carrera 4S,Coupé,991,132971 km,400 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,Italy
"EUR 126,500",1989,964 Carrera 4,Coupé,964,201000 km,250 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Fabric/Leather combination,Black,Grey,#N/A,Used car,yes,Portugal
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 359,993",1995,993 Carrera RS,Coupé,993,81016 km,300 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Sweden
"EUR 11,000",1970,914 1.7,Targa,914,19627 km,86 HP,1.8 Liter,left,Manual,Rear drive,Gasoline,Leatherette,Black,Yellow/Gold,Restoration object,Used car,#N/A,Netherlands
"EUR 74,999EUR 72,900",1976,911 S,Targa,911 G-Model,249910 km,204 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Germany
"EUR 190,992",2024,992 Carrera 4 GTS,Coupé,992,20 km,480 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,Accident-free,New car,yes,Austria
"EUR 69,950",2007,997 Carrera 4,Targa,997,75129 km,325 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Grey,Grey,Accident-free,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,1992,911 Backdate,Coupé,911 Backdate/Modified,#N/A,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Leather,Blue,Blue,#N/A,Used car,yes,Germany
"EUR 365,000",1995,993 3.8 Cup,Coupé,993,25500 km,310 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Red,Partially restored,Used car,yes,Germany
"EUR 62,900",1983,911 SC,Cabriolet,911 G-Model,85000 km,204 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Blue,Partially restored Accident-free,Used car,yes,Germany
"EUR 64,996",2002,996 Carrera,Cabriolet,996,21109 km,320 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Brown,Grey,Accident-free,Used car,yes,Germany
#N/A,1973,911 Carrera RS,Coupé,911 F-Model,84907 km,210 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Blue,#N/A,Used car,yes,United Kingdom
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 134,900",1965,911,Coupé,911 F-Model,95000 mi,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Blue,#N/A,Used car,#N/A,Belgium
"EUR 825,000",1973,911 Carrera RS,Coupé,911 F-Model,6719 km,210 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Green,Fully restored,Used car,yes,Germany
"EUR 350,000",1966,911,Coupé,911 F-Model,500 km,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,Fully restored,Used car,yes,Germany
"EUR 325,900",2018,991 Turbo S Exclusive Series,Coupé,991,6900 km,607 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Yellow/Gold,#N/A,Used car,yes,Germany
#N/A,1970,911 S,Targa,911 F-Model,1 km,180 HP,"2,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Orange,Fully restored Accident-free,Used car,yes,France
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 340,000",2011,997 Speedster,Cabriolet,997,21000 km,408 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Portugal
"EUR 249,950EUR 239,950",2020,992 Turbo S,Coupé,992,7512 km,650 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Fabric/Leather combination,Black,Red,Accident-free,Used car,yes,Belgium
"USD 209,900",1989,911 Turbo 5 Gang,Cabriolet,930,46562 mi,300 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,United States
"EUR 92,900",2020,Taycan Turbo,Limousine,Taycan,43110 km,680 HP,- Liter,left,Automatic,Four-wheel drive,Electric,Leather,Black,Blue,Accident-free,Used car,yes,Belgium
"EUR 195,000",1968,911,Targa,911 F-Model,9744 km,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Orange,Fully restored,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 144,950EUR 139,950",2021,992 Carrera 4,Coupé,992,17007 km,385 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Beige,Blue,Accident-free,Used car,yes,Belgium
"EUR 68,000",1993,964 Carrera 2,Cabriolet,964,236840 km,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
"EUR 234,911",2020,992 Belgian Legend Edition,Coupé,992,6750 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Blue,Partially restored Accident-free,Used car,yes,Belgium
"CHF 569,000",2019,991 GT2 RS Clubsport,Rennwagen,991,30 km,700 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Fabric,White,White,#N/A,New car,yes,Switzerland
"EUR 174,800",2018,991.2 GT3,Coupé,991,14800 km,500 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Yellow/Gold,Accident-free,Used car,yes,Netherlands
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,1989,911 Carrera 3.2 Speedster,Cabriolet,911 G-Model,58200 km,237 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Yellow/Gold,Accident-free,Used car,yes,Germany
"EUR 349,000EUR 329,000",2011,997 Speedster,Roadster,997,4039 km,408 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Germany
#N/A,1995,993 GT2,Coupé,993,3200 km,430 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,White,#N/A,Used car,yes,Germany
#N/A,1981,924 Carrera GTR,Rennwagen,924,300 km,405 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,White,Fully restored,Used car,yes,Germany
"EUR 244,950",2004,996 GT3 RS,Coupé,996,40920 km,381 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,White,Accident-free,Used car,yes,Belgium
"USD 425,000",1992,964 Carrera RS,Coupé,964,21000 mi,260 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,United States
"EUR 74,950",2004,996 Turbo,Cabriolet,996,90387 km,420 HP,"3,6 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Belgium
"EUR 79,950",2011,997.2 Carrera,Coupé,997,88805 km,345 HP,"3,6 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Belgium
"EUR 79,900",1966,911,Coupé,911 F-Model,53842 km,130 HP,Erlecom Liter,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Red,#N/A,Used car,yes,Netherlands
"EUR 149,950EUR 144,950",2020,992 Carrera 4S,Coupé,992,14231 km,450 HP,"3,0 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Belgium
"EUR 199,890",1987,911 Turbo 3.3,Targa,930,179213 km,300 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,White,Red,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 83,900EUR 82,500",2007,997 Turbo,Coupé,997,69800 km,480 HP,"3,6 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Brown,Grey,#N/A,Used car,yes,Germany
#N/A,2010,997.2 Turbo,Coupé,997,52000 mi,500 HP,"3,8 Liter",right,PDK,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,United Kingdom
#N/A,1995,993 GT2,Coupé,993,104153 km,430 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,Fully restored,Used car,yes,United Kingdom
"EUR 118,000",1970,911 T,Coupé,911 F-Model,4300 km,125 HP,"2,2 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Orange,#N/A,Used car,yes,Italy
"EUR 135,000",1972,911 Modified,Coupé,911 Backdate/Modified,99999 km,#N/A,"3,4 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,White,#N/A,Used car,yes,Norway
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 147,900",1997,993 Carrera S,Coupé,993,94350 km,286 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
"EUR 134,000",1999,996 GT3,Coupé,996,67400 km,360 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Italy
"EUR 41,996",2003,996 Carrera,Coupé,996,99634 km,320 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Sweden
"USD 185,000",1994,964 Carrera 2 Speedster,Cabriolet,964,10569 mi,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,United Kingdom
"EUR 99,500EUR 96,500",2006,997 Turbo,Coupé,997,44380 km,480 HP,"3,6 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 139,000",1974,"911 Carrera 2,7",Targa,911 G-Model,111500 km,210 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,White,#N/A,Used car,yes,France
#N/A,1973,911 Carrera RS,Coupé,911 F-Model,88817 km,210 HP,"2,7 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Blue,Fully restored,Used car,yes,Austria
"EUR 92,991",2014,991 Carrera 4S,Cabriolet,991,87000 km,400 HP,"3,8 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Brown,White,Accident-free,Used car,yes,Denmark
#N/A,1976,911 Turbo 3.0,Coupé,930,736 km,260 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Green,Fully restored Accident-free,Used car,yes,Germany
#N/A,1969,911 S,Targa,911 F-Model,1000 km,170 HP,"2,2 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Blue,Fully restored Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"USD 529,000",1987,911 Modified,Coupé,911 Backdate/Modified,2225 mi,#N/A,- Liter,left,Manual,Rear drive,Gasoline,Fabric,Black,Red,Accident-free,Used car,yes,United States
"EUR 129,000",1978,911 Modified,Targa,911 Backdate/Modified,116000 mi,246 HP,#N/A,left,Manual,Rear drive,Gasoline,Leather,Beige,Green,#N/A,Used car,yes,Belgium
#N/A,2022,992 GT3 Touring,Coupé,992,2542 km,510 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Fabric/Leather combination,Black,Blue,#N/A,Used car,yes,Austria
"EUR 270,000",1989,911 Turbo 5 Gang,Coupé,930,127000 km,300 HP,"3,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Grey,Blue,Accident-free,Used car,yes,Germany
"EUR 435,000",2018,991 GT2 RS,Coupé,991,19130 km,700 HP,"3,8 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Silver,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"CHF 177,490",2016,991 GT3 RS,Coupé,991,32000 km,500 HP,3996 Liter,left,PDK,Rear drive,Gasoline,Alcantara,Black,Grey,Accident-free,Used car,yes,Switzerland
"CHF 69,860",1994,928 GTS,Coupé,928,146000 km,350 HP,"5,4 Liter",left,Automatic,Rear drive,Gasoline,Leather,Grey,Black,#N/A,Used car,yes,Switzerland
"GBP 69,500",1995,993 Carrera,Targa,993,87000 mi,272 HP,"3,6 Liter",right,Manual,Rear drive,Gasoline,Leather,Grey,Blue,#N/A,Used car,yes,United Kingdom
"EUR 399,964",1992,964 Carrera RS,Coupé,964,7200 km,260 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Germany
"EUR 77,900",1985,911 Carrera 3.2 WTL,Cabriolet,911 G-Model,293500 mi,231 HP,Erlecom Liter,left,Manual,Rear drive,Gasoline,Leather,Beige,Red,#N/A,Used car,yes,Netherlands
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,1989,911 Carrera 3.2 Speedster,Cabriolet,911 G-Model,25000 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Luxembourg
#N/A,2022,911 Modified,Coupé,911 Backdate/Modified,#N/A,360 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Silver,#N/A,Used car,yes,United Kingdom
"GBP 324,995",1999,996 GT3 R,Rennwagen,996,#N/A,415 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,White,#N/A,Used car,yes,United Kingdom
"EUR 418,000",2023,911 Dakar,Coupé,992,#N/A,480 HP,"3,0 Liter",left,Manual,Four-wheel drive,Gasoline,Fabric/Leather combination,Black,White,#N/A,New car,yes,Portugal
"USD 89,900",1960,356 B 1600,Coupé,356,3487 mi,60 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Red,White,#N/A,Used car,yes,United States
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 149,900",1971,911 S,Targa,911 F-Model,1499 km,180 HP,"2,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Orange,#N/A,Used car,yes,Germany
"EUR 39,928",1990,928 GT,Coupé,928,154236 km,330 HP,5 Liter,left,Manual,Rear drive,Gasoline,Leather,Red,Grey,Accident-free,Used car,yes,Sweden
"GBP 199,000",1989,911 Carrera 3.2 Speedster (US),Cabriolet,911 G-Model,34491 mi,217 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,United Kingdom
"CHF 205,000",1989,911 Carrera 3.2 Speedster,Cabriolet,911 G-Model,74500 km,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,#N/A,Used car,yes,Switzerland
#N/A,2023,992 Turbo S,Coupé,992,3070 km,650 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Grey,#N/A,Used car,yes,Netherlands
"EUR 554,890",2024,911 S/T,Coupé,992,49 km,525 HP,"4,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Brown,Blue,Accident-free,New car,yes,Germany
"EUR 200,265",2023,992 Carrera,Cabriolet,992,#N/A,385 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Blue,Black,#N/A,New car,yes,Belgium
"EUR 187,500",1974,911 Modified,Rennwagen,911 Backdate/Modified,1 km,382 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Red,Fully restored,Used car,yes,Belgium
#N/A,1996,993 Carrera 4S,Coupé,993,37000 mi,300 HP,"3,8 Liter",right,Manual,Four-wheel drive,Gasoline,Leather,Blue,Silver,Accident-free,Used car,yes,United Kingdom
"EUR 152,900",1988,911 Turbo 3.3 (US),Cabriolet,930,28800 mi,282 HP,"3,3 Liter",left,Manual,Rear drive,#N/A,Leather,Red,White,Accident-free,Used car,yes,Germany
#N/A,1984,928 S,Coupé,928,28962 km,310 HP,5 Liter,left,Automatic,Rear drive,Gasoline,Leather,Brown,Black,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 350,000",1965,911,Coupé,911 F-Model,1000 km,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Beige/Brown,Fully restored Accident-free,Used car,yes,Germany
"EUR 120,000",1971,911 E,Coupé,911 F-Model,41356 km,155 HP,"2,2 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Blue,Fully restored,Used car,yes,Luxembourg
#N/A,2003,996 GT3 Cup,Rennwagen,996,#N/A,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Fabric,Black,White,#N/A,Used car,yes,Australia
"GBP 80,000",2004,996 GT3 Cup,Rennwagen,996,#N/A,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Fabric,Black,Blue,#N/A,Used car,yes,Australia
#N/A,1986,911 Carrera 3.2,Coupé,911 G-Model,177000 km,250 HP,"3,4 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Blue,Blue,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 389,993",1996,993 Carrera RS,Coupé,993,50113 km,300 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Germany
"EUR 27,928",1984,928 S,Coupé,928,94650 km,310 HP,5 Liter,left,Automatic,Rear drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Sweden
#N/A,2008,997 Turbo,Cabriolet,997,41000 mi,480 HP,"3,6 Liter",right,Automatic,Four-wheel drive,Gasoline,Leather,Black,Black,#N/A,Used car,yes,United Kingdom
"EUR 35,900EUR 33,900",1973,914 2.0,Targa,914,9204 km,100 HP,2 Liter,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Green,#N/A,Used car,yes,Germany
"GBP 1,200,000",2015,991 GT3 RSR,Rennwagen,991,#N/A,460 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Fabric,Black,Black,#N/A,Used car,yes,United Kingdom
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 69,950",2007,997 Carrera 4S,Targa,997,115987 km,355 HP,"3,8 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Black,White,Accident-free,Used car,yes,Belgium
"EUR 32,900",2003,Boxster S,Cabriolet,986,65800 km,252 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,Sweden
"EUR 69,950",2009,997.2 Carrera S,Cabriolet,997,86754 km,385 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Belgium
"EUR 59,950",2002,996 Carrera 4S,Coupé,996,62652 km,320 HP,"3,6 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Belgium
"EUR 249,950",2019,991.2 GT3 RS,Coupé,991,13044 km,520 HP,"4,0 Liter",left,PDK,Rear drive,Gasoline,Alcantara,Black,Blue,Accident-free,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 48,500EUR 48,500",1983,911 SC (US),Cabriolet,911 G-Model,223824 km,180 HP,"3,0 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Red,Accident-free,Used car,yes,Germany
"EUR 117,500",1991,964 Carrera 2,Coupé,964,166534 km,250 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Black,Fully restored,Used car,yes,Netherlands
#N/A,1972,911 S,Targa,911 F-Model,141000 km,190 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Black,Beige/Brown,Accident-free,Used car,yes,Germany
"EUR 320,000",1995,993 Carrera RS,Coupé,993,51046 km,300 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Red,Partially restored,Used car,yes,Germany
"EUR 139,000",2013,997.2 GT3 Cup,Rennwagen,997,2160 km,450 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,White,Accident-free,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 154,950EUR 144,950",2019,992 Carrera S,Coupé,992,12243 km,450 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Blue,Accident-free,Used car,yes,Belgium
"EUR 154,950EUR 149,950",2019,992 Carrera 4S,Coupé,992,11817 km,450 HP,"3,0 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Black,Green,Accident-free,Used car,yes,Belgium
"EUR 72,500",1990,964 Carrera 2,Cabriolet,964,95000 km,250 HP,"3,6 Liter",left,Automatic,Rear drive,Gasoline,Leather,Brown,Purple,#N/A,Used car,yes,Belgium
"EUR 129,950",2014,991 Turbo S,Coupé,991,73280 km,560 HP,"3,8 Liter",left,PDK,Four-wheel drive,Gasoline,Leather,Beige,White,Accident-free,Used car,yes,Belgium
"USD 349,900",1959,356 Outlaw,Coupé,356,15277 mi,180 HP,"2,3 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Green,Fully restored,Used car,yes,United States
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 95,000",1986,911 Carrera 3.2 (US),Cabriolet,911 G-Model,48500 mi,231 HP,"3,2 Liter",left,Manual,Rear drive,Gasoline,Leather,Green,Green,Accident-free,Used car,yes,France
"EUR 209,000",1965,911,Coupé,911 F-Model,179 km,130 HP,"2,0 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,Blue,Fully restored,Used car,yes,Belgium
#N/A,1992,911 Backdate,Coupé,911 Backdate/Modified,#N/A,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,Brown,Green,#N/A,Used car,yes,Germany
#N/A,1992,911 Backdate,Coupé,911 Backdate/Modified,#N/A,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Leather,Brown,Blue,Fully restored,Used car,yes,Germany
"EUR 165,000",1973,911 Modified,Rennwagen,911 Backdate/Modified,33744 km,#N/A,#N/A,left,Manual,Rear drive,Gasoline,Fabric/Leather combination,White,White,#N/A,Used car,yes,Belgium
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"EUR 390,000",1973,911 Carrera RS,Coupé,911 F-Model,28185 km,300 HP,"2,8 Liter",left,Manual,Rear drive,Gasoline,Fabric,Black,Silver,Accident-free,Used car,yes,Germany
"EUR 64,950",2006,997 Carrera 4S,Cabriolet,997,124968 km,355 HP,"3,8 Liter",left,Automatic,Four-wheel drive,Gasoline,Leather,Brown,Silver,Accident-free,Used car,yes,Belgium
"EUR 42,996",2001,996 Carrera,Cabriolet,996,73800 km,320 HP,"3,6 Liter",left,Manual,Rear drive,Gasoline,Leather,Blue,Blue,Accident-free,Used car,yes,Germany
"EUR 69,950",2006,997 Carrera S,Cabriolet,997,55712 km,355 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Belgium
"USD 127,500",2001,996 Turbo,Coupé,996,6750 mi,420 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,United States
"EUR 154,900",2023,992 Carrera T,Coupé,992,1990 km,385 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Germany
"EUR 69,950",2006,997 Carrera S,Cabriolet,997,55712 km,355 HP,"3,8 Liter",left,Manual,Rear drive,Gasoline,Leather,Black,Silver,Accident-free,Used car,yes,Belgium
"USD 127,500",2001,996 Turbo,Coupé,996,6750 mi,420 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Silver,#N/A,Used car,yes,United States
"EUR 154,900",2023,992 Carrera T,Coupé,992,1990 km,385 HP,"3,0 Liter",left,PDK,Rear drive,Gasoline,Leather,Black,Grey,Accident-free,Used car,yes,Germany
#N/A,1958,356 A 1600 Speedster,Roadster,356,25111 km,60 HP,"1,6 Liter",left,Manual,Rear drive,Gasoline,Leather,White,Blue,Accident-free,Used car,yes,Italy
"EUR 46,900EUR 42,900",1993,968 Club Sport,Coupé,968,186000 km,240 HP,3 Liter,left,Manual,Rear drive,Gasoline,Fabric,Black,White,#N/A,Used car,yes,Germany
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
#N/A,1973,911 S,Coupé,911 F-Model,43613 km,190 HP,"2,4 Liter",left,Manual,Rear drive,Gasoline,Leatherette,Black,White,Fully restored Accident-free,Used car,yes,Luxembourg
"EUR 91,000",2002,996 Turbo,Coupé,996,41800 km,420 HP,"3,6 Liter",left,Manual,Four-wheel drive,Gasoline,Leather,Black,Black,Accident-free,Used car,yes,Denmark
